Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473540	sequencing batch:FC2014_066		9 post conception weeks		11912		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473541	sequencing batch:FC2014_055		14 post conception weeks		1290		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	14 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473542	sequencing batch:FC2014_047		11 post conception weeks		11609		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473543	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473544	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473545	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473546	sequencing batch:FC2014_080		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473547	sequencing batch:FC2014_080		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473548	sequencing batch:FC2014_081		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	10 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473549	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473550	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473551	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473552	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473553	sequencing batch:FC2014_080		12 post conception weeks		11666		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473554	sequencing batch:FC2014_089		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473555	sequencing batch:FC2014_089		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473556	sequencing batch:FC2014_089		12 post conception weeks		11683		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473557	sequencing batch:FC2014_080		10 post conception weeks		11653		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	10 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473558	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473559	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473560	sequencing batch:FC2014_047		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		telencephalon	http://purl.obolibrary.org/obo/UBERON_0001893	Yes
ERR1473561	sequencing batch:FC2014_035		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473562	sequencing batch:FC2014_054, FC2014_151		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473563	sequencing batch:FC2014_054, FC2014_151		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473564	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	14 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473565	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871			14 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473566	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473567	sequencing batch:FC2014_047		11 post conception weeks		1110		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473568	sequencing batch:FC2014_044		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473569	sequencing batch:FC2014_048		Carnegie Stage 23		1851		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871			Carnegie Stage 23		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	No
ERR1473570	sequencing batch:FC2014_050		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473571	sequencing batch:FC2014_065		11 post conception weeks		1123		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473572	sequencing batch:FC2014_065		11 post conception weeks		1111		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473573	sequencing batch:FC2014_032		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473574	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473575	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473576	sequencing batch:FC2014_043		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473577	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473578	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473579	sequencing batch:FC2014_055		12 post conception weeks		1118		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473580	sequencing batch:FC2014_055		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473581	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473582	sequencing batch:FC2014_043		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473583	sequencing batch:FC2014_047		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473584	sequencing batch:FC2014_075		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473585	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473586	sequencing batch:FC2014_045		13 post conception weeks		11947		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473587	sequencing batch:FC2014_044		17 post conception weeks		11921		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	17 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473588	sequencing batch:FC2014_080		11 post conception weeks		11942		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473589	sequencing batch:FC2014_080		11 post conception weeks		11942		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473590	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473591	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473592	sequencing batch:FC2014_066		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473593	sequencing batch:FC2014_066		9 post conception weeks		11851		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473594	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473595	sequencing batch:FC2014_054		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473596	sequencing batch:FC2014_055		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473597	sequencing batch:FC2014_058		12 post conception weeks		11834		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473598	sequencing batch:FC2014_058		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
ERR1473599	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		temporal lobe	http://purl.obolibrary.org/obo/UBERON_0001871	Yes
