Run	Sample Characteristic[block]	Sample Characteristic Ontology Term[block]	Sample Characteristic[developmental stage]	Sample Characteristic Ontology Term[developmental stage]	Sample Characteristic[individual]	Sample Characteristic Ontology Term[individual]	Sample Characteristic[karyotype]	Sample Characteristic Ontology Term[karyotype]	Sample Characteristic[organism]	Sample Characteristic Ontology Term[organism]	Sample Characteristic[organism part]	Sample Characteristic Ontology Term[organism part]	Sample Characteristic[sampling site]	Sample Characteristic Ontology Term[sampling site]	Factor Value[developmental stage]	Factor Value Ontology Term[developmental stage]	Factor Value[organism part]	Factor Value Ontology Term[organism part]	Analysed
ERR1473274	sequencing batch:FC2014_054		15 post conception weeks		1117		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	left	http://www.ebi.ac.uk/efo/EFO_0001658	15 post conception weeks		cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	Yes
ERR1473275	sequencing batch:FC2014_038		Carnegie Stage 23		1406		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473276	sequencing batch:FC2014_038		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473277	sequencing batch:FC2014_038, FC2014_117		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473278	sequencing batch:FC2014_038, FC2014_117		Carnegie Stage 23		11823		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473279	sequencing batch:FC2014_038		Carnegie Stage 23		11826		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473280	sequencing batch:FC2014_038		Carnegie Stage 23		11826		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473281	sequencing batch:FC2014_038		Carnegie Stage 23		11827		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473282	sequencing batch:FC2014_032, FC2014_117		Carnegie Stage 23		11827		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473283	sequencing batch:FC2014_032, FC2014_117		Carnegie Stage 23		11827		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473284	sequencing batch:FC2014_030		Carnegie Stage 23		11846		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473285	sequencing batch:FC2014_030		Carnegie Stage 23		11846		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473286	sequencing batch:FC2014_030, FC2014_117		Carnegie Stage 23		11884		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473287	sequencing batch:FC2014_030, FC2014_117		Carnegie Stage 23		11884		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473288	sequencing batch:FC2014_030, FC2014_151		Carnegie Stage 23		11918		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473289	sequencing batch:FC2014_030, FC2014_151		Carnegie Stage 23		11918		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473290	sequencing batch:FC2014_035		9 post conception weeks		11820		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473291	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 22		11831		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473292	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 22		11831		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473293	sequencing batch:FC2014_030		Carnegie Stage 22		11831		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 22		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473294	sequencing batch:FC2014_037		Carnegie Stage 22		11878		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 22		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473295	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473296	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473297	sequencing batch:FC2014_043		9 post conception weeks		11845		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473298	sequencing batch:FC2014_075		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473299	sequencing batch:FC2014_066		9 post conception weeks		11873		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473300	sequencing batch:FC2014_065, FC2014_117		Late 8 post conception weeks		11832		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Late 8 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473301	sequencing batch:FC2014_065, FC2014_117		Late 8 post conception weeks		11832		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Late 8 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473302	sequencing batch:FC2014_071		Late 8 post conception weeks		11832		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Late 8 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473303	sequencing batch:FC2014_071		Late 8 post conception weeks		11830		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	Late 8 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473304	sequencing batch:FC2014_071		Late 8 post conception weeks		11830		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	Late 8 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473305	sequencing batch:FC2014_054, FC2014_117		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473306	sequencing batch:FC2014_054, FC2014_117		16 post conception weeks		11907		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	16 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473307	sequencing batch:FC2014_055		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	13 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473308	sequencing batch:FC2014_055, FC2014_117		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473309	sequencing batch:FC2014_055, FC2014_117		13 post conception weeks		1923		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473310	sequencing batch:FC2014_047		12 post conception weeks		11885		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			12 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473311	sequencing batch:FC2014_047		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473312	sequencing batch:FC2014_047		11 post conception weeks		11833		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473313	sequencing batch:FC2014_044		11 post conception weeks		11930		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			11 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473314	sequencing batch:FC2014_044		11 post conception weeks		11942		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473315	sequencing batch:FC2014_044		10 post conception weeks		1890		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			10 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473316	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	10 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473317	sequencing batch:FC2014_044		10 post conception weeks		11841		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473318	sequencing batch:FC2014_045		13 post conception weeks		11947		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	13 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473319	sequencing batch:FC2014_048		Carnegie Stage 23		11920		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			Carnegie Stage 23		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	No
ERR1473320	sequencing batch:FC2014_050		14 post conception weeks		1290		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894			14 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473321	sequencing batch:FC2014_065		10 post conception weeks		1046		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473322	sequencing batch:FC2014_080		11 post conception weeks		11942		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473323	sequencing batch:FC2014_080		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473324	sequencing batch:FC2014_080		12 post conception weeks		12007		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		diencephalon	http://purl.obolibrary.org/obo/UBERON_0001894	Yes
ERR1473325	sequencing batch:FC2014_055		14 post conception weeks		11900		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	diencephalon and midbrain				14 post conception weeks		diencephalon and midbrain		Yes
ERR1473326	sequencing batch:FC2014_035		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	right	http://www.ebi.ac.uk/efo/EFO_0001659	Carnegie Stage 23		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473327	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473328	sequencing batch:FC2014_035, FC2014_117		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473329	sequencing batch:FC2014_032		Carnegie Stage 22		11815		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 22		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473330	sequencing batch:FC2014_037		Carnegie Stage 18		11904		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 18		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473331	sequencing batch:FC2014_037		Carnegie Stage 17		11931		unknown		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 17		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473332	sequencing batch:FC2014_037		Carnegie Stage 14		11840		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 14		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473333	sequencing batch:FC2014_037		Carnegie Stage 14		11837		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 14		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473334	sequencing batch:FC2014_037		Carnegie Stage 13		11903		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 13		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473335	sequencing batch:FC2014_037		9 post conception weeks		11810		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			9 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473336	sequencing batch:FC2014_066		9 post conception weeks		11606		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	9 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473337	sequencing batch:FC2014_066		9 post conception weeks		11606		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	right	http://www.ebi.ac.uk/efo/EFO_0001659	9 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473338	sequencing batch:FC2014_069		12 post conception weeks		1102		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473339	sequencing batch:FC2014_069		12 post conception weeks		1558		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	12 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473340	sequencing batch:FC2014_069		12 post conception weeks		1558		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	right	http://www.ebi.ac.uk/efo/EFO_0001659	12 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473341	sequencing batch:FC2014_047		11 post conception weeks		11602		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473342	sequencing batch:FC2014_047		11 post conception weeks		11602		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	right	http://www.ebi.ac.uk/efo/EFO_0001659	11 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473343	sequencing batch:FC2014_044		10 post conception weeks		1281		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	10 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473344	sequencing batch:FC2014_044		10 post conception weeks		1281		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	right	http://www.ebi.ac.uk/efo/EFO_0001659	10 post conception weeks		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473345	sequencing batch:FC2014_049		Carnegie Stage 20		11118		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890			Carnegie Stage 20		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473346	sequencing batch:FC2014_044		10 post conception weeks		1308		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain and midbrain				10 post conception weeks		forebrain and midbrain		Yes
ERR1473347	sequencing batch:FC2014_035		Carnegie Stage 22		11871		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 22		forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473348	sequencing batch:FC2014_066		9 post conception weeks		11874		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890			9 post conception weeks		forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473349	sequencing batch:FC2014_150		9 post conception weeks		11626		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890			9 post conception weeks		forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473350	sequencing batch:FC2014_055		13 post conception weeks		11844		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	13 post conception weeks		forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473351	sequencing batch:FC2014_047		11 post conception weeks		11893		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	left	http://www.ebi.ac.uk/efo/EFO_0001658	11 post conception weeks		forebrain fragment	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473352	sequencing batch:FC2014_037		Carnegie Stage 21		11882		46, xx		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	frontal		Carnegie Stage 21		forebrain	http://purl.obolibrary.org/obo/UBERON_0001890	Yes
ERR1473353	sequencing batch:FC2014_035		Carnegie Stage 23		11848		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	left	http://www.ebi.ac.uk/efo/EFO_0001658	Carnegie Stage 23		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
ERR1473354	sequencing batch:FC2014_030		Carnegie Stage 23		11824		46, xy		Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606	hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028			Carnegie Stage 23		hindbrain	http://purl.obolibrary.org/obo/UBERON_0002028	Yes
